2023-12-07 09:13:47 : begin
2023-12-07 09:13:48 : DUT1 is LOOP CCPB_2ge-A ,slot#16
2023-12-07 09:13:49 : DUT2 is LOOP CCPB_2ge-A ,slot#16
2023-12-07 09:13:51 : DUT:1 ctrl : sw:"V23.11.01 (0010)" serial:203 hw: "Ver.C, FPGA1:V16(7), FPGA2:V14(10), CPLD:V3(2) "
2023-12-07 09:13:51 : DUT:1 ctrl2: sw:"N/A" serial:0 hw: "N/A"
2023-12-07 09:13:59 : DUT:1 slot: 7  QT1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:03 : DUT:1 slot: 4  QE1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:04 : DUT:1 slot: 3  QE1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:09 : DUT:1 slot: c  FT1        ver:" (mismatch)(card type)"
2023-12-07 09:14:14 : DUT:2 ctrl : sw:"V23.11.01 (0010)" serial:478 hw: "Ver.C, FPGA1:V16(7), FPGA2:V14(10), CPLD:V3(2) "
2023-12-07 09:14:14 : DUT:2 ctrl2: sw:"V23.11.01 (0010)" serial:476 hw: "Ver.C"
2023-12-07 09:14:21 : DUT:2 slot: 7  QT1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:24 : DUT:2 slot: 4  QE1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:26 : DUT:2 slot: 3  QE1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:32 : DUT:2 slot: b  FE1        ver:"V4.03.04 (0010), HW: G, FPGA: 09"
2023-12-07 09:19:37 : DUT 1 CurrCLK:Internal   ClkRecover:manul	slot Slot3	port Port4
2023-12-07 09:19:49 : DUT 2 CurrCLK:Internal   ClkRecover:manul	slot Slot3	port Port4
2023-12-07 09:22:35 : DUT 1 (AM3440_CCPA_Get_dpllStabdbyStatus_log)  InputStatus:Ooflos LockStatus:Unlock CalStatus:Normal InputSticky:Oof LockSticky:Lock CalSticky:Normal
2023-12-07 09:53:38 :     TSI DATA TS:13 set outData=20 get inData=20 --pass
2023-12-07 09:53:40 :     TSI DATA TS:14 set outData=20 get inData=20 --pass
2023-12-07 09:53:42 :     TSI DATA TS:15 set outData=20 get inData=20 --pass
2023-12-07 09:53:43 :     TSI DATA TS:16 set outData=20 get inData=20 --pass
2023-12-07 09:53:45 :     TSI DATA TS:17 set outData=20 get inData=21 --pass
2023-12-07 09:53:47 :     TSI DATA TS:18 set outData=20 get inData=20 --pass
2023-12-07 09:53:49 :     TSI DATA TS:19 set outData=20 get inData=20 --pass
2023-12-07 09:53:50 :     TSI DATA TS:20 set outData=20 get inData=20 --pass
2023-12-07 09:53:52 :     TSI DATA TS:21 set outData=20 get inData=20 --pass
2023-12-07 09:53:54 :     TSI DATA TS:22 set outData=20 get inData=20 --pass
2023-12-07 09:53:55 :     TSI DATA TS:23 set outData=20 get inData=20 --pass
2023-12-07 09:53:57 :     TSI DATA TS:24 set outData=20 get inData=20 --pass
2023-12-07 09:53:57 : Check card tsi signalling
2023-12-07 09:53:57 : --Round:1--
2023-12-07 09:54:18 :     TSI CAS TS:1 set outCAS=05 get inCAS=55 --pass
2023-12-07 09:54:20 :     TSI CAS TS:2 set outCAS=05 get inCAS=55 --pass
2023-12-07 09:54:22 :     TSI CAS TS:3 set outCAS=05 get inCAS=55 --pass
2023-12-07 09:54:25 :     TSI CAS TS:4 set outCAS=05 get inCAS=55 --pass
2023-12-07 09:54:27 :     TSI CAS TS:5 set outCAS=05 get inCAS=55 --pass
2023-12-07 09:54:29 :     TSI CAS TS:6 set outCAS=05 get inCAS=55 --pass
2023-12-07 09:54:31 :     TSI CAS TS:7 set outCAS=05 get inCAS=55 --pass
2023-12-07 09:54:33 :     TSI CAS TS:8 set outCAS=05 get inCAS=55 --pass
2023-12-07 09:54:36 :     TSI CAS TS:9 set outCAS=05 get inCAS=55 --pass
2023-12-07 09:54:38 :     TSI CAS TS:10 set outCAS=05 get inCAS=55 --pass
2023-12-07 09:54:40 :     TSI CAS TS:11 set outCAS=05 get inCAS=55 --pass
2023-12-07 09:54:42 :     TSI CAS TS:12 set outCAS=05 get inCAS=55 --pass
2023-12-07 09:54:44 :     TSI CAS TS:13 set outCAS=05 get inCAS=55 --pass
2023-12-07 09:54:47 :     TSI CAS TS:14 set outCAS=05 get inCAS=55 --pass
2023-12-07 09:54:49 :     TSI CAS TS:15 set outCAS=05 get inCAS=55 --pass
2023-12-07 09:54:51 :     TSI CAS TS:16 set outCAS=05 get inCAS=55 --pass
2023-12-07 09:54:53 :     TSI CAS TS:17 set outCAS=05 get inCAS=55 --pass
2023-12-07 09:54:55 :     TSI CAS TS:18 set outCAS=05 get inCAS=55 --pass
2023-12-07 09:54:58 :     TSI CAS TS:19 set outCAS=05 get inCAS=55 --pass
2023-12-07 09:55:00 :     TSI CAS TS:20 set outCAS=05 get inCAS=55 --pass
2023-12-07 09:55:02 :     TSI CAS TS:21 set outCAS=05 get inCAS=55 --pass
2023-12-07 09:55:04 :     TSI CAS TS:22 set outCAS=05 get inCAS=55 --pass
2023-12-07 09:55:06 :     TSI CAS TS:23 set outCAS=05 get inCAS=55 --pass
2023-12-07 09:55:09 :     TSI CAS TS:24 set outCAS=05 get inCAS=55 --pass
2023-12-07 09:55:18 : Check cross connect tsi data
2023-12-07 09:55:18 : --Round:1--
2023-12-07 09:55:39 :     TSI DATA TS:0 set outData=20 get inData=20 --pass
2023-12-07 09:55:40 :     TSI DATA TS:1 set outData=20 get inData=20 --pass
2023-12-07 09:55:42 :     TSI DATA TS:2 set outData=20 get inData=21 --pass
2023-12-07 09:55:44 :     TSI DATA TS:3 set outData=20 get inData=20 --pass
2023-12-07 09:55:46 :     TSI DATA TS:4 set outData=20 get inData=20 --pass
2023-12-07 09:55:47 :     TSI DATA TS:5 set outData=20 get inData=20 --pass
2023-12-07 09:55:49 :     TSI DATA TS:6 set outData=20 get inData=20 --pass
2023-12-07 09:55:51 :     TSI DATA TS:7 set outData=20 get inData=20 --pass
2023-12-07 09:55:53 :     TSI DATA TS:8 set outData=20 get inData=20 --pass
2023-12-07 09:55:54 :     TSI DATA TS:9 set outData=20 get inData=20 --pass
2023-12-07 09:55:56 :     TSI DATA TS:10 set outData=20 get inData=20 --pass
2023-12-07 09:55:58 :     TSI DATA TS:11 set outData=20 get inData=21 --pass
2023-12-07 09:56:00 :     TSI DATA TS:12 set outData=20 get inData=20 --pass
2023-12-07 09:56:01 :     TSI DATA TS:13 set outData=20 get inData=20 --pass
2023-12-07 09:56:03 :     TSI DATA TS:14 set outData=20 get inData=20 --pass
2023-12-07 09:56:05 :     TSI DATA TS:15 set outData=20 get inData=21 --pass
2023-12-07 09:56:06 :     TSI DATA TS:16 set outData=20 get inData=21 --pass
2023-12-07 09:56:08 :     TSI DATA TS:17 set outData=20 get inData=20 --pass
2023-12-07 09:56:10 :     TSI DATA TS:18 set outData=20 get inData=20 --pass
2023-12-07 09:56:12 :     TSI DATA TS:19 set outData=20 get inData=21 --pass
2023-12-07 09:56:13 :     TSI DATA TS:20 set outData=20 get inData=20 --pass
2023-12-07 09:56:15 :     TSI DATA TS:21 set outData=20 get inData=21 --pass
2023-12-07 09:56:17 :     TSI DATA TS:22 set outData=20 get inData=20 --pass
2023-12-07 09:56:18 :     TSI DATA TS:23 set outData=20 get inData=20 --pass
2023-12-07 09:56:18 : Check cross connect tsi signalling
2023-12-07 09:56:18 : --Round:1--
2023-12-07 09:56:40 :     TSI CAS TS:0 set outCAS=0C get inCAS=CC --pass
2023-12-07 09:56:42 :     TSI CAS TS:1 set outCAS=0C get inCAS=CC --pass
2023-12-07 09:56:44 :     TSI CAS TS:2 set outCAS=0C get inCAS=CC --pass
2023-12-07 09:56:47 :     TSI CAS TS:3 set outCAS=0C get inCAS=CC --pass
2023-12-07 09:56:49 :     TSI CAS TS:4 set outCAS=0C get inCAS=CC --pass
2023-12-07 09:56:51 :     TSI CAS TS:5 set outCAS=0C get inCAS=CC --pass
2023-12-07 09:56:53 :     TSI CAS TS:6 set outCAS=0C get inCAS=CC --pass
2023-12-07 09:56:55 :     TSI CAS TS:7 set outCAS=0C get inCAS=CC --pass
2023-12-07 09:56:58 :     TSI CAS TS:8 set outCAS=0C get inCAS=CC --pass
2023-12-07 09:57:00 :     TSI CAS TS:9 set outCAS=0C get inCAS=CC --pass
2023-12-07 09:57:02 :     TSI CAS TS:10 set outCAS=0C get inCAS=CC --pass
2023-12-07 09:57:04 :     TSI CAS TS:11 set outCAS=0C get inCAS=CC --pass
2023-12-07 09:57:07 :     TSI CAS TS:12 set outCAS=0C get inCAS=CC --pass
2023-12-07 09:57:09 :     TSI CAS TS:13 set outCAS=0C get inCAS=CC --pass
2023-12-07 09:57:11 :     TSI CAS TS:14 set outCAS=0C get inCAS=CC --pass
2023-12-07 09:57:13 :     TSI CAS TS:15 set outCAS=0C get inCAS=CC --pass
2023-12-07 09:57:15 :     TSI CAS TS:16 set outCAS=0C get inCAS=CC --pass
2023-12-07 09:57:18 :     TSI CAS TS:17 set outCAS=0C get inCAS=CC --pass
2023-12-07 09:57:20 :     TSI CAS TS:18 set outCAS=0C get inCAS=CC --pass
2023-12-07 09:57:22 :     TSI CAS TS:19 set outCAS=0C get inCAS=CC --pass
2023-12-07 09:57:24 :     TSI CAS TS:20 set outCAS=0C get inCAS=CC --pass
2023-12-07 09:57:26 :     TSI CAS TS:21 set outCAS=0C get inCAS=CC --pass
2023-12-07 09:57:29 :     TSI CAS TS:22 set outCAS=0C get inCAS=CC --pass
2023-12-07 09:57:31 :     TSI CAS TS:23 set outCAS=0C get inCAS=CC --pass
2023-12-07 09:57:39 : Current test card:FT1 cfg:D4
2023-12-07 09:57:42 : Check card tsi data
2023-12-07 09:57:42 : --Round:1--
2023-12-07 09:58:03 :     TSI DATA TS:1 set outData=20 get inData=20 --pass
2023-12-07 09:58:05 :     TSI DATA TS:2 set outData=20 get inData=21 --pass
2023-12-07 09:58:07 :     TSI DATA TS:3 set outData=20 get inData=21 --pass
2023-12-07 09:58:09 :     TSI DATA TS:4 set outData=20 get inData=20 --pass
2023-12-07 09:58:10 :     TSI DATA TS:5 set outData=20 get inData=20 --pass
2023-12-07 09:58:12 :     TSI DATA TS:6 set outData=20 get inData=20 --pass
2023-12-07 09:58:14 :     TSI DATA TS:7 set outData=20 get inData=20 --pass
2023-12-07 09:58:16 :     TSI DATA TS:8 set outData=20 get inData=20 --pass
2023-12-07 09:58:17 :     TSI DATA TS:9 set outData=20 get inData=20 --pass
2023-12-07 09:58:19 :     TSI DATA TS:10 set outData=20 get inData=20 --pass
2023-12-07 09:58:21 :     TSI DATA TS:11 set outData=20 get inData=20 --pass
2023-12-07 09:58:22 :     TSI DATA TS:12 set outData=20 get inData=21 --pass
2023-12-07 09:58:24 :     TSI DATA TS:13 set outData=20 get inData=20 --pass
2023-12-07 09:58:26 :     TSI DATA TS:14 set outData=20 get inData=21 --pass
2023-12-07 09:58:27 :     TSI DATA TS:15 set outData=20 get inData=20 --pass
2023-12-07 09:58:29 :     TSI DATA TS:16 set outData=20 get inData=20 --pass
2023-12-07 09:58:31 :     TSI DATA TS:17 set outData=20 get inData=20 --pass
2023-12-07 09:58:32 :     TSI DATA TS:18 set outData=20 get inData=20 --pass
2023-12-07 09:58:34 :     TSI DATA TS:19 set outData=20 get inData=20 --pass
2023-12-07 09:58:36 :     TSI DATA TS:20 set outData=20 get inData=20 --pass
2023-12-07 09:58:37 :     TSI DATA TS:21 set outData=20 get inData=20 --pass
2023-12-07 09:58:39 :     TSI DATA TS:22 set outData=20 get inData=20 --pass
2023-12-07 09:58:41 :     TSI DATA TS:23 set outData=20 get inData=20 --pass
2023-12-07 09:58:43 :     TSI DATA TS:24 set outData=20 get inData=21 --pass
2023-12-07 09:58:43 : Check card tsi signalling
2023-12-07 09:58:43 : --Round:1--
2023-12-07 09:59:04 :     TSI CAS TS:1 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:59:06 :     TSI CAS TS:2 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:59:08 :     TSI CAS TS:3 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:59:10 :     TSI CAS TS:4 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:59:13 :     TSI CAS TS:5 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:59:15 :     TSI CAS TS:6 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:59:17 :     TSI CAS TS:7 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:59:19 :     TSI CAS TS:8 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:59:21 :     TSI CAS TS:9 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:59:24 :     TSI CAS TS:10 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:59:26 :     TSI CAS TS:11 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:59:28 :     TSI CAS TS:12 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:59:30 :     TSI CAS TS:13 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:59:32 :     TSI CAS TS:14 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:59:35 :     TSI CAS TS:15 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:59:37 :     TSI CAS TS:16 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:59:39 :     TSI CAS TS:17 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:59:41 :     TSI CAS TS:18 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:59:44 :     TSI CAS TS:19 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:59:46 :     TSI CAS TS:20 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:59:48 :     TSI CAS TS:21 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:59:50 :     TSI CAS TS:22 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:59:52 :     TSI CAS TS:23 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:59:54 :     TSI CAS TS:24 set outCAS=AA get inCAS=AA --pass
2023-12-07 10:00:04 : Check cross connect tsi data
2023-12-07 10:00:04 : --Round:1--
2023-12-07 10:00:24 :     TSI DATA TS:0 set outData=20 get inData=20 --pass
2023-12-07 10:00:26 :     TSI DATA TS:1 set outData=20 get inData=20 --pass
2023-12-07 10:00:28 :     TSI DATA TS:2 set outData=20 get inData=21 --pass
2023-12-07 10:00:30 :     TSI DATA TS:3 set outData=20 get inData=20 --pass
2023-12-07 10:00:31 :     TSI DATA TS:4 set outData=20 get inData=20 --pass
2023-12-07 10:00:33 :     TSI DATA TS:5 set outData=20 get inData=20 --pass
2023-12-07 10:00:35 :     TSI DATA TS:6 set outData=20 get inData=20 --pass
2023-12-07 10:00:36 :     TSI DATA TS:7 set outData=20 get inData=20 --pass
2023-12-07 10:00:38 :     TSI DATA TS:8 set outData=20 get inData=20 --pass
2023-12-07 10:00:40 :     TSI DATA TS:9 set outData=20 get inData=21 --pass
2023-12-07 10:00:42 :     TSI DATA TS:10 set outData=20 get inData=20 --pass
2023-12-07 10:00:43 :     TSI DATA TS:11 set outData=20 get inData=20 --pass
2023-12-07 10:00:45 :     TSI DATA TS:12 set outData=20 get inData=21 --pass
2023-12-07 10:00:47 :     TSI DATA TS:13 set outData=20 get inData=20 --pass
2023-12-07 10:00:49 :     TSI DATA TS:14 set outData=20 get inData=20 --pass
2023-12-07 10:00:50 :     TSI DATA TS:15 set outData=20 get inData=20 --pass
2023-12-07 10:00:52 :     TSI DATA TS:16 set outData=20 get inData=20 --pass
2023-12-07 10:00:54 :     TSI DATA TS:17 set outData=20 get inData=20 --pass
2023-12-07 10:00:55 :     TSI DATA TS:18 set outData=20 get inData=20 --pass
2023-12-07 10:00:57 :     TSI DATA TS:19 set outData=20 get inData=21 --pass
2023-12-07 10:00:59 :     TSI DATA TS:20 set outData=20 get inData=20 --pass
2023-12-07 10:01:01 :     TSI DATA TS:21 set outData=20 get inData=20 --pass
2023-12-07 10:01:02 :     TSI DATA TS:22 set outData=20 get inData=20 --pass
2023-12-07 10:01:04 :     TSI DATA TS:23 set outData=20 get inData=21 --pass
2023-12-07 10:01:04 : Check cross connect tsi signalling
2023-12-07 10:01:04 : --Round:1--
2023-12-07 10:01:25 :     TSI CAS TS:0 set outCAS=AA get inCAS=AA --pass
2023-12-07 10:01:28 :     TSI CAS TS:1 set outCAS=AA get inCAS=AA --pass
2023-12-07 10:01:30 :     TSI CAS TS:2 set outCAS=AA get inCAS=AA --pass
2023-12-07 10:01:32 :     TSI CAS TS:3 set outCAS=AA get inCAS=AA --pass
2023-12-07 10:01:34 :     TSI CAS TS:4 set outCAS=AA get inCAS=AA --pass
2023-12-07 10:01:37 :     TSI CAS TS:5 set outCAS=AA get inCAS=AA --pass
2023-12-07 10:01:39 :     TSI CAS TS:6 set outCAS=AA get inCAS=AA --pass
2023-12-07 10:01:41 :     TSI CAS TS:7 set outCAS=AA get inCAS=AA --pass
2023-12-07 10:01:43 :     TSI CAS TS:8 set outCAS=AA get inCAS=AA --pass
2023-12-07 10:01:45 :     TSI CAS TS:9 set outCAS=AA get inCAS=AA --pass
2023-12-07 10:01:48 :     TSI CAS TS:10 set outCAS=AA get inCAS=AA --pass
2023-12-07 10:01:50 :     TSI CAS TS:11 set outCAS=AA get inCAS=AA --pass
2023-12-07 10:01:52 :     TSI CAS TS:12 set outCAS=AA get inCAS=AA --pass
2023-12-07 10:01:54 :     TSI CAS TS:13 set outCAS=AA get inCAS=AA --pass
2023-12-07 10:01:57 :     TSI CAS TS:14 set outCAS=AA get inCAS=AA --pass
2023-12-07 10:01:59 :     TSI CAS TS:15 set outCAS=AA get inCAS=AA --pass
2023-12-07 10:02:01 :     TSI CAS TS:16 set outCAS=AA get inCAS=AA --pass
2023-12-07 10:02:03 :     TSI CAS TS:17 set outCAS=AA get inCAS=AA --pass
2023-12-07 10:02:06 :     TSI CAS TS:18 set outCAS=AA get inCAS=AA --pass
2023-12-07 10:02:08 :     TSI CAS TS:19 set outCAS=AA get inCAS=AA --pass
2023-12-07 10:02:10 :     TSI CAS TS:20 set outCAS=AA get inCAS=AA --pass
2023-12-07 10:02:12 :     TSI CAS TS:21 set outCAS=AA get inCAS=AA --pass
2023-12-07 10:02:15 :     TSI CAS TS:22 set outCAS=AA get inCAS=AA --pass
2023-12-07 10:02:17 :     TSI CAS TS:23 set outCAS=AA get inCAS=AA --pass
2023-12-07 10:02:25 : Current test card:FT1 cfg:ESF
2023-12-07 10:02:28 : Check card tsi data
2023-12-07 10:02:28 : --Round:1--
2023-12-07 10:02:49 :     TSI DATA TS:1 set outData=10 get inData=10 --pass
2023-12-07 10:02:51 :     TSI DATA TS:2 set outData=10 get inData=10 --pass
2023-12-07 10:02:52 :     TSI DATA TS:3 set outData=10 get inData=10 --pass
2023-12-07 10:02:54 :     TSI DATA TS:4 set outData=10 get inData=10 --pass
2023-12-07 10:02:56 :     TSI DATA TS:5 set outData=10 get inData=10 --pass
2023-12-07 10:02:57 :     TSI DATA TS:6 set outData=10 get inData=11 --pass
2023-12-07 10:02:59 :     TSI DATA TS:7 set outData=10 get inData=10 --pass
2023-12-07 10:03:01 :     TSI DATA TS:8 set outData=10 get inData=10 --pass
2023-12-07 10:03:03 :     TSI DATA TS:9 set outData=10 get inData=10 --pass
2023-12-07 10:03:04 :     TSI DATA TS:10 set outData=10 get inData=11 --pass
2023-12-07 10:03:06 :     TSI DATA TS:11 set outData=10 get inData=10 --pass
2023-12-07 10:03:08 :     TSI DATA TS:12 set outData=10 get inData=10 --pass
2023-12-07 10:03:09 :     TSI DATA TS:13 set outData=10 get inData=10 --pass
2023-12-07 10:03:11 :     TSI DATA TS:14 set outData=10 get inData=10 --pass
2023-12-07 10:03:13 :     TSI DATA TS:15 set outData=10 get inData=10 --pass
2023-12-07 10:03:15 :     TSI DATA TS:16 set outData=10 get inData=10 --pass
2023-12-07 10:03:16 :     TSI DATA TS:17 set outData=10 get inData=11 --pass
2023-12-07 10:03:18 :     TSI DATA TS:18 set outData=10 get inData=10 --pass
2023-12-07 10:03:20 :     TSI DATA TS:19 set outData=10 get inData=10 --pass
2023-12-07 10:03:21 :     TSI DATA TS:20 set outData=10 get inData=10 --pass
2023-12-07 10:03:23 :     TSI DATA TS:21 set outData=10 get inData=10 --pass
2023-12-07 10:03:25 :     TSI DATA TS:22 set outData=10 get inData=10 --pass
2023-12-07 10:03:26 :     TSI DATA TS:23 set outData=10 get inData=11 --pass
2023-12-07 10:03:28 :     TSI DATA TS:24 set outData=10 get inData=10 --pass
2023-12-07 10:03:28 : Check card tsi signalling
2023-12-07 10:03:28 : --Round:1--
2023-12-07 10:03:49 :     TSI CAS TS:1 set outCAS=05 get inCAS=55 --pass
2023-12-07 10:03:51 :     TSI CAS TS:2 set outCAS=05 get inCAS=55 --pass
2023-12-07 10:03:54 :     TSI CAS TS:3 set outCAS=05 get inCAS=55 --pass
2023-12-07 10:03:56 :     TSI CAS TS:4 set outCAS=05 get inCAS=55 --pass
2023-12-07 10:03:58 :     TSI CAS TS:5 set outCAS=05 get inCAS=55 --pass
2023-12-07 10:04:00 :     TSI CAS TS:6 set outCAS=05 get inCAS=55 --pass
2023-12-07 10:04:03 :     TSI CAS TS:7 set outCAS=05 get inCAS=55 --pass
2023-12-07 10:04:05 :     TSI CAS TS:8 set outCAS=05 get inCAS=55 --pass
2023-12-07 10:04:07 :     TSI CAS TS:9 set outCAS=05 get inCAS=55 --pass
2023-12-07 10:04:09 :     TSI CAS TS:10 set outCAS=05 get inCAS=55 --pass
2023-12-07 10:04:11 :     TSI CAS TS:11 set outCAS=05 get inCAS=55 --pass
2023-12-07 10:04:14 :     TSI CAS TS:12 set outCAS=05 get inCAS=55 --pass
2023-12-07 10:04:16 :     TSI CAS TS:13 set outCAS=05 get inCAS=55 --pass
2023-12-07 10:04:18 :     TSI CAS TS:14 set outCAS=05 get inCAS=55 --pass
2023-12-07 10:04:20 :     TSI CAS TS:15 set outCAS=05 get inCAS=55 --pass
2023-12-07 10:04:22 :     TSI CAS TS:16 set outCAS=05 get inCAS=55 --pass
2023-12-07 10:04:24 :     TSI CAS TS:17 set outCAS=05 get inCAS=55 --pass
2023-12-07 10:04:27 :     TSI CAS TS:18 set outCAS=05 get inCAS=55 --pass
2023-12-07 10:04:29 :     TSI CAS TS:19 set outCAS=05 get inCAS=55 --pass
2023-12-07 10:04:31 :     TSI CAS TS:20 set outCAS=05 get inCAS=55 --pass
2023-12-07 10:04:33 :     TSI CAS TS:21 set outCAS=05 get inCAS=55 --pass
2023-12-07 10:04:35 :     TSI CAS TS:22 set outCAS=05 get inCAS=55 --pass
2023-12-07 10:04:38 :     TSI CAS TS:23 set outCAS=05 get inCAS=55 --pass
2023-12-07 10:04:40 :     TSI CAS TS:24 set outCAS=05 get inCAS=55 --pass
2023-12-07 10:04:49 : Check cross connect tsi data
2023-12-07 10:04:49 : --Round:1--
2023-12-07 10:05:10 :     TSI DATA TS:0 set outData=AA get inData=AA --pass
2023-12-07 10:05:12 :     TSI DATA TS:1 set outData=AA get inData=AA --pass
2023-12-07 10:05:13 :     TSI DATA TS:2 set outData=AA get inData=AA --pass
2023-12-07 10:05:15 :     TSI DATA TS:3 set outData=AA get inData=AA --pass
2023-12-07 10:05:17 :     TSI DATA TS:4 set outData=AA get inData=AA --pass
2023-12-07 10:05:19 :     TSI DATA TS:5 set outData=AA get inData=AA --pass
2023-12-07 10:05:20 :     TSI DATA TS:6 set outData=AA get inData=AA --pass
2023-12-07 10:05:22 :     TSI DATA TS:7 set outData=AA get inData=AA --pass
2023-12-07 10:05:24 :     TSI DATA TS:8 set outData=AA get inData=AA --pass
2023-12-07 10:05:25 :     TSI DATA TS:9 set outData=AA get inData=AA --pass
2023-12-07 10:05:27 :     TSI DATA TS:10 set outData=AA get inData=AA --pass
2023-12-07 10:05:29 :     TSI DATA TS:11 set outData=AA get inData=AA --pass
2023-12-07 10:05:31 :     TSI DATA TS:12 set outData=AA get inData=AA --pass
2023-12-07 10:05:32 :     TSI DATA TS:13 set outData=AA get inData=AA --pass
2023-12-07 10:05:34 :     TSI DATA TS:14 set outData=AA get inData=AA --pass
2023-12-07 10:05:36 :     TSI DATA TS:15 set outData=AA get inData=AA --pass
2023-12-07 10:05:37 :     TSI DATA TS:16 set outData=AA get inData=AA --pass
2023-12-07 10:05:39 :     TSI DATA TS:17 set outData=AA get inData=AA --pass
2023-12-07 10:05:41 :     TSI DATA TS:18 set outData=AA get inData=AA --pass
2023-12-07 10:05:43 :     TSI DATA TS:19 set outData=AA get inData=AA --pass
2023-12-07 10:05:44 :     TSI DATA TS:20 set outData=AA get inData=AA --pass
2023-12-07 10:05:46 :     TSI DATA TS:21 set outData=AA get inData=AA --pass
2023-12-07 10:05:48 :     TSI DATA TS:22 set outData=AA get inData=AA --pass
2023-12-07 10:05:49 :     TSI DATA TS:23 set outData=AA get inData=AA --pass
2023-12-07 10:05:49 : Check cross connect tsi signalling
2023-12-07 10:05:49 : --Round:1--
2023-12-07 10:06:10 :     TSI CAS TS:0 set outCAS=0E get inCAS=EE --pass
2023-12-07 10:06:13 :     TSI CAS TS:1 set outCAS=0E get inCAS=EE --pass
2023-12-07 10:06:15 :     TSI CAS TS:2 set outCAS=0E get inCAS=EE --pass
2023-12-07 10:06:17 :     TSI CAS TS:3 set outCAS=0E get inCAS=EE --pass
2023-12-07 10:06:19 :     TSI CAS TS:4 set outCAS=0E get inCAS=EE --pass
2023-12-07 10:06:21 :     TSI CAS TS:5 set outCAS=0E get inCAS=EE --pass
2023-12-07 10:06:23 :     TSI CAS TS:6 set outCAS=0E get inCAS=EE --pass
2023-12-07 10:06:26 :     TSI CAS TS:7 set outCAS=0E get inCAS=EE --pass
2023-12-07 10:06:28 :     TSI CAS TS:8 set outCAS=0E get inCAS=EE --pass
2023-12-07 10:06:30 :     TSI CAS TS:9 set outCAS=0E get inCAS=EE --pass
2023-12-07 10:06:32 :     TSI CAS TS:10 set outCAS=0E get inCAS=EE --pass
2023-12-07 10:06:35 :     TSI CAS TS:11 set outCAS=0E get inCAS=EE --pass
2023-12-07 10:06:37 :     TSI CAS TS:12 set outCAS=0E get inCAS=EE --pass
2023-12-07 10:06:39 :     TSI CAS TS:13 set outCAS=0E get inCAS=EE --pass
2023-12-07 10:06:41 :     TSI CAS TS:14 set outCAS=0E get inCAS=EE --pass
2023-12-07 10:06:43 :     TSI CAS TS:15 set outCAS=0E get inCAS=EE --pass
2023-12-07 10:06:46 :     TSI CAS TS:16 set outCAS=0E get inCAS=EE --pass
2023-12-07 10:06:48 :     TSI CAS TS:17 set outCAS=0E get inCAS=EE --pass
2023-12-07 10:06:50 :     TSI CAS TS:18 set outCAS=0E get inCAS=EE --pass
2023-12-07 10:06:52 :     TSI CAS TS:19 set outCAS=0E get inCAS=EE --pass
2023-12-07 10:06:54 :     TSI CAS TS:20 set outCAS=0E get inCAS=EE --pass
2023-12-07 10:06:57 :     TSI CAS TS:21 set outCAS=0E get inCAS=EE --pass
2023-12-07 10:06:59 :     TSI CAS TS:22 set outCAS=0E get inCAS=EE --pass
2023-12-07 10:07:01 :     TSI CAS TS:23 set outCAS=0E get inCAS=EE --pass
2023-12-07 10:07:08 : Current test card:QE1 cfg:E1CAS
2023-12-07 10:07:15 : Check card tsi data
2023-12-07 10:07:15 : --Round:1--
2023-12-07 10:07:44 :     TSI DATA TS:1 set outData=10 get inData=FF --fail
2023-12-07 10:07:50 :     TSI DATA TS:2 set outData=10 get inData=FF --fail
2023-12-07 10:07:55 :     TSI DATA TS:3 set outData=10 get inData=FF --fail
2023-12-07 10:08:00 :     TSI DATA TS:4 set outData=10 get inData=FF --fail
